Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Renewal,Premium (3yrs),Recommended Insurance,Page_Visits_Health,Page_Visits_Auto,Page_Visits_Home,Page_Visits_Life,Time_Spent_Health,Time_Spent_Auto
75985,552,Ashley Navarro,001-530-811-6089,sandra12@example.org,53,Male,Married,5,Russellfort,Barrister,3,Natural Disaster,38,5,Life Insurance D,Partial,2025-01-09,4584,Health Insurance,16,4,4,20,94,9
58528,563,Robert Hernandez,(959)539-2232x754,lisamoore@example.org,47,Male,Single,0,East Joshuastad,Local government officer,1,Theft,100,8,Auto Insurance B,Full,2025-02-22,2473,Health Insurance,9,7,14,15,52,57
25792,664,Dennis Mclean,433.890.4117,cohencurtis@example.com,47,Male,Married,2,Castillohaven,"Engineer, electronics",1,Natural Disaster,89,4,Auto Insurance B,Partial,2025-12-19,2901,Vision Insurance,14,2,11,19,63,2
13797,598,Patricia King,917-358-8492,tracy79@example.net,63,Male,Single,2,Amandaville,Learning mentor,3,Natural Disaster,3,5,Life Insurance D,Full,2026-05-25,1694,Health Insurance,15,18,14,2,40,90
90211,674,Briana Everett,285-424-5931,frenchkimberly@example.org,45,Male,Married,1,Louisfurt,Special educational needs teacher,0,Theft,13,9,Home Insurance A,Full,2026-02-27,3312,Life Insurance,4,17,6,17,43,39
91413,950,Amanda Huber,001-206-351-4225,lisa86@example.org,33,Male,Single,4,Robinview,Metallurgist,0,Theft,99,8,Health Insurance C,Partial,2026-03-27,2400,Dental Insurance,19,9,4,9,25,98
81666,210,Sarah Barnes,344-356-8347x87238,christopheradams@example.net,43,Female,Single,0,Lake Tomberg,Police officer,2,Accident,74,2,Health Insurance C,Full,2026-02-01,4825,Accident Insurance,7,19,19,20,2,30
46083,487,Mary Park,805-289-9892,xsutton@example.com,49,Male,Single,5,West Taylorchester,"Librarian, public",0,Accident,88,9,Health Insurance C,Partial,2024-12-25,1177,Vision Insurance,14,20,15,18,73,70
50939,119,Jared Jenkins,(835)710-9931,tanyagraves@example.org,43,Male,Single,2,Riosberg,Furniture conservator/restorer,0,Accident,41,6,Health Insurance C,Full,2024-11-11,4439,Life Insurance,5,15,10,17,23,5
48852,549,Emily Roberts,3192788087,wilsonstephen@example.com,28,Male,Single,0,Stanleyport,"Exhibitions officer, museum/gallery",3,Natural Disaster,51,9,Home Insurance A,Partial,2025-01-11,4437,Health Insurance,0,1,9,5,88,103
19657,759,Juan Combs,001-344-753-9646x86144,joshuahumphrey@example.org,40,Male,Married,2,Mooremouth,"Scientist, audiological",1,Natural Disaster,23,6,Home Insurance A,Full,2026-02-21,1833,Critical illness Insurance,4,12,14,3,86,32
38696,455,Glen Mathews,447-369-8478x009,malloryschultz@example.net,48,Female,Single,2,New Jessica,Broadcast journalist,3,Accident,45,10,Life Insurance D,Partial,2025-08-26,1414,Health Insurance,4,12,14,19,87,100
22484,686,James Coffey,(529)986-5410x6194,edward95@example.org,40,Male,Married,3,Beanfurt,"Programmer, multimedia",2,Theft,33,8,Health Insurance C,Partial,2026-03-13,4690,Critical illness Insurance,12,1,16,15,37,103
95960,859,Omar Roth,722-264-5945x017,slove@example.net,51,Male,Single,4,Angelabury,Mechanical engineer,1,Accident,66,4,Life Insurance D,Partial,2024-11-16,2312,Accident Insurance,9,2,13,1,89,80
75219,609,Paul Robinson,825-452-0348x81642,james13@example.com,56,Female,Single,3,South Shawnside,Illustrator,3,Accident,29,2,Health Insurance C,Full,2025-08-12,3937,Health Insurance,12,1,0,16,46,97
65231,814,Thomas Hernandez,(327)494-9712x4741,william24@example.org,25,Female,Single,0,Smithfort,Event organiser,0,Accident,82,3,Auto Insurance B,Full,2025-05-19,3799,Health Insurance,3,17,10,14,6,90
66617,566,Candice Sanchez,401-657-5749,heatherunderwood@example.com,70,Female,Married,0,North Cynthialand,Astronomer,2,Natural Disaster,9,4,Health Insurance C,Full,2024-07-10,1075,Life Insurance,7,4,9,14,77,35
32956,256,Elizabeth Mitchell,+1-879-833-6218x9764,william37@example.com,20,Female,Single,2,Samanthastad,"Producer, radio",2,Natural Disaster,38,2,Home Insurance A,Partial,2026-02-26,3720,Disability Insurance,16,13,15,16,114,19
48781,138,Brandy May,001-607-629-8662x2426,sydneytaylor@example.net,40,Male,Married,2,East Jenniferbury,Lexicographer,0,Accident,24,2,Auto Insurance B,Partial,2025-03-12,2074,Health Insurance,1,11,16,16,59,6
75123,223,Steven Pope,+1-906-226-6506x750,castromitchell@example.org,68,Female,Single,2,South Kayla,"Sales professional, IT",0,Theft,25,9,Auto Insurance B,Partial,2025-07-17,3999,Vision Insurance,7,17,9,9,43,36
29396,697,Jody Hughes,669.484.0533x85396,lori41@example.com,58,Female,Married,3,East Jacquelineburgh,"Accountant, chartered",1,Natural Disaster,30,10,Life Insurance D,Full,2026-03-10,4338,Disability Insurance,5,3,20,9,28,105
36505,357,Michael Robles,3036364556,smithmolly@example.net,43,Female,Married,2,South Brittany,Ranger/warden,2,Theft,53,3,Health Insurance C,Full,2024-10-08,1703,Accident Insurance,9,12,13,14,44,32
55006,901,Joseph Turner,(729)213-4063,mdunn@example.net,26,Male,Married,3,Lake Albertberg,"Engineer, maintenance",3,Theft,71,2,Home Insurance A,Full,2025-08-12,3152,Life Insurance,11,11,19,19,59,33
27776,925,Matthew Boyd,(244)324-6537x093,michaelmurillo@example.com,52,Female,Single,5,Chapmanton,Museum/gallery conservator,2,Theft,65,0,Auto Insurance B,Partial,2026-01-25,3600,Vision Insurance,5,4,12,11,66,60
28357,990,Richard Daniel,374.588.5869x1694,ryan86@example.net,32,Male,Married,4,Port Cameron,"Education officer, environmental",3,Theft,58,10,Home Insurance A,Full,2025-05-01,1482,Dental Insurance,13,17,14,11,28,67
34908,279,Savannah Archer,922-483-1123,istewart@example.com,21,Male,Single,2,North Beth,Museum education officer,0,Theft,6,7,Life Insurance D,Partial,2025-12-07,1724,Hospital indemnity insurance,12,15,8,14,65,87
79639,601,Nancy Morris,642.676.5248,daviescynthia@example.com,49,Female,Married,3,South Jessicamouth,"Sales professional, IT",1,Accident,12,7,Life Insurance D,Full,2026-05-06,2088,Disability Insurance,18,20,8,5,75,58
49252,808,Stephanie Scott,+1-362-461-3016,janet63@example.org,35,Male,Single,4,West Patriciaville,Broadcast journalist,2,Accident,88,7,Life Insurance D,Full,2026-01-26,2001,Vision Insurance,4,2,17,19,5,62
32257,927,Joshua Gibson,490.251.6291x42461,destiny49@example.com,56,Male,Single,2,North Thomas,Trade union research officer,1,Accident,34,3,Life Insurance D,Full,2026-02-08,2331,Dental Insurance,2,6,14,16,58,55
20068,207,Brittany Le,001-279-714-3099x30881,linda58@example.org,68,Male,Married,4,Port Richardburgh,Merchant navy officer,3,Accident,39,0,Auto Insurance B,Full,2024-10-18,3599,Health Insurance,10,20,9,18,74,99
24062,346,Ariel Wilkins,837-940-2584,hwise@example.org,28,Male,Single,4,Samanthafurt,Multimedia specialist,3,Natural Disaster,76,3,Auto Insurance B,Full,2024-12-08,2500,Dental Insurance,7,13,18,8,120,112
82073,578,Patrick Donovan,+1-431-201-4998x0458,robinsonjenny@example.com,40,Male,Married,3,East Jonathanhaven,Warehouse manager,0,Theft,20,5,Home Insurance A,Partial,2025-07-31,4000,Hospital indemnity insurance,10,7,18,15,93,94
72097,228,Terri Scott,376.627.2716,laura93@example.net,47,Male,Single,4,Englishstad,Human resources officer,1,Theft,46,9,Auto Insurance B,Partial,2026-06-10,4557,Dental Insurance,12,16,16,3,51,53
63848,673,Veronica White,(276)459-8057x875,deborah96@example.net,49,Male,Single,5,Rodrigueztown,Estate agent,0,Theft,83,1,Health Insurance C,Full,2025-10-06,2972,Dental Insurance,16,3,0,8,2,97
78325,877,Jacob Flores,2965574685,jacqueline10@example.com,48,Male,Single,1,Jeremyhaven,Risk analyst,3,Natural Disaster,33,10,Home Insurance A,Partial,2025-10-06,1221,Disability Insurance,4,6,11,12,40,44
91558,611,Samuel Carter,001-873-346-7606x52532,sanchezbridget@example.net,53,Female,Married,3,Jaybury,Editorial assistant,1,Natural Disaster,48,9,Life Insurance D,Partial,2024-08-11,1844,Critical illness Insurance,18,1,18,2,58,67
30569,992,Heather Simpson,(427)795-0541x2290,georgenicole@example.org,59,Male,Single,3,Madisonchester,Environmental manager,0,Accident,83,7,Life Insurance D,Full,2026-05-11,3905,Critical illness Insurance,3,16,11,18,33,17
63078,966,Michael Hicks,(228)466-2177x52190,bzimmerman@example.com,58,Male,Married,3,Michaelside,Energy engineer,2,Natural Disaster,83,2,Home Insurance A,Partial,2025-06-20,2049,Hospital indemnity insurance,17,7,12,15,49,50
50705,656,Heather Murray,318-752-2403,erin30@example.org,42,Female,Single,5,East Briannafort,Community development worker,0,Natural Disaster,36,3,Health Insurance C,Full,2025-06-09,3389,Health Insurance,9,18,4,12,106,109
79194,240,Michael Baker,001-510-736-0904,montgomeryelijah@example.org,29,Female,Single,1,Kristinshire,Geophysicist/field seismologist,1,Accident,92,1,Home Insurance A,Partial,2025-12-27,2729,Critical illness Insurance,6,5,14,10,0,16
86717,553,Ruth Blackburn,435-352-0280x93096,larryruiz@example.com,29,Female,Married,3,North Bryan,Microbiologist,0,Theft,48,1,Home Insurance A,Full,2024-07-19,2532,Vision Insurance,12,15,15,8,66,26
23531,696,Ann Stanton,+1-772-759-4979x670,meganhurst@example.net,19,Female,Single,0,South Kennethshire,Tax inspector,0,Natural Disaster,3,9,Auto Insurance B,Partial,2025-10-26,4185,Health Insurance,16,6,2,11,3,36
32579,603,Nancy Williams MD,595-629-4583,douglaselizabeth@example.org,34,Female,Married,4,Port David,Radio broadcast assistant,0,Natural Disaster,31,7,Health Insurance C,Partial,2026-06-10,5000,Accident Insurance,4,0,1,0,4,106
72962,933,Melissa Simpson,5658754760,silvaamy@example.com,18,Female,Single,2,West Willie,"Buyer, retail",3,Theft,7,2,Health Insurance C,Full,2024-08-14,1676,Disability Insurance,15,2,7,4,63,62
21611,233,Cody Blankenship,(331)590-8372x9650,woodkimberly@example.com,63,Male,Married,3,Sellersmouth,Clinical cytogeneticist,3,Natural Disaster,68,1,Life Insurance D,Partial,2024-08-27,1906,Disability Insurance,15,1,0,5,116,118
38839,310,Gary Medina,(551)305-3336x8834,mharrison@example.net,67,Male,Single,3,Anthonyport,Risk analyst,1,Theft,8,10,Health Insurance C,Full,2025-07-30,3848,Vision Insurance,15,17,16,7,71,52
83684,571,Zachary Frey,622-359-5301x67125,lindacantu@example.org,29,Female,Single,4,Weaverfurt,Arts administrator,1,Theft,51,5,Health Insurance C,Full,2024-07-09,1945,Health Insurance,2,8,9,20,91,100
45641,662,Mrs. Raven Mccall MD,+1-470-783-9471,walshcharles@example.com,56,Male,Married,5,Lake Shane,Visual merchandiser,2,Accident,61,10,Auto Insurance B,Partial,2025-05-31,4021,Disability Insurance,12,5,1,7,91,65
22477,662,Ashley Martinez,+1-391-922-3442x425,sandra85@example.com,27,Male,Married,4,Smithburgh,"Solicitor, Scotland",0,Natural Disaster,30,10,Health Insurance C,Full,2025-06-13,2476,Health Insurance,17,17,16,8,21,48
89592,372,Daniel Green,(325)297-2046x23005,abailey@example.net,44,Male,Single,2,Michaelfort,Games developer,1,Natural Disaster,99,3,Health Insurance C,Full,2026-02-18,3018,Critical illness Insurance,10,13,3,9,57,43
24587,977,George Roberts,(945)546-7673x24794,iriley@example.org,50,Female,Single,3,Kelseyburgh,Sport and exercise psychologist,2,Natural Disaster,25,10,Auto Insurance B,Full,2025-12-17,3130,Life Insurance,20,5,7,6,41,48
32474,773,Kenneth Johnson,(294)269-7061x16820,catherine31@example.net,46,Female,Single,3,New Samuelfurt,Chief Marketing Officer,0,Natural Disaster,66,5,Life Insurance D,Partial,2025-04-10,4881,Health Insurance,6,1,9,14,8,4
78700,568,Brandon Anderson,700.318.4529x8036,harry08@example.com,58,Male,Single,1,Wilkersonside,Retail banker,1,Natural Disaster,36,1,Home Insurance A,Full,2025-03-30,1800,Accident Insurance,7,11,8,10,91,107
33988,790,Melanie Johnson,937.616.5083x4973,samantha86@example.net,28,Female,Single,1,Lowefort,International aid/development worker,0,Accident,91,7,Home Insurance A,Full,2025-03-17,1442,Disability Insurance,11,10,17,14,20,103
99208,592,Carlos Jackson,001-807-753-6313x745,betty83@example.net,60,Male,Married,4,Port Sara,Database administrator,0,Accident,63,4,Auto Insurance B,Full,2024-11-09,3876,Critical illness Insurance,20,6,19,4,111,27
37361,643,Rachael Chapman,4847302798,wallsara@example.org,42,Female,Married,2,Rodriguezstad,"Designer, interior/spatial",0,Theft,72,1,Home Insurance A,Full,2026-06-15,4997,Vision Insurance,9,3,1,19,117,23
32170,261,Denise Smith,998-927-9970x0468,jennifer98@example.com,26,Female,Married,4,North John,Teaching laboratory technician,1,Theft,19,0,Auto Insurance B,Full,2025-06-07,4928,Vision Insurance,17,0,11,8,92,54
64860,105,Denise Ramirez,+1-394-932-8387,lbriggs@example.com,26,Male,Single,3,Hernandezchester,Surgeon,1,Theft,86,0,Auto Insurance B,Full,2026-05-02,2123,Health Insurance,6,4,6,11,73,46
68637,182,Michelle Nguyen,001-447-226-6960x3034,wendy94@example.net,69,Male,Married,5,Port Robert,"Scientist, research (life sciences)",2,Theft,82,5,Life Insurance D,Partial,2024-07-14,2124,Hospital indemnity insurance,20,8,3,13,16,48
50515,503,Jill Thompson,(992)468-8425x6623,xwelch@example.net,38,Male,Single,5,Kaylahaven,IT consultant,3,Accident,0,10,Auto Insurance B,Full,2026-05-18,2164,Health Insurance,6,1,9,18,49,28
76401,630,Jessica Bates,(272)561-4810x352,fernandezlauren@example.net,40,Female,Single,4,Nealville,Archaeologist,2,Natural Disaster,70,8,Life Insurance D,Full,2025-04-25,3712,Health Insurance,18,16,8,10,20,90
35951,121,Tammy Anderson,(292)665-1628x81563,jmorgan@example.org,25,Female,Single,4,Michaelville,"Scientist, physiological",0,Natural Disaster,49,1,Home Insurance A,Partial,2024-11-10,2164,Dental Insurance,11,2,11,10,96,9
82091,475,Kyle Lucas,227-914-7888x898,kristycunningham@example.com,67,Male,Married,3,Luisfort,"Scientist, product/process development",0,Theft,7,0,Home Insurance A,Full,2024-08-16,2947,Health Insurance,7,14,20,7,31,64
71726,184,Teresa Gibson,5948078439,xwatts@example.com,20,Female,Married,0,New Alexisfort,Regulatory affairs officer,2,Theft,8,5,Auto Insurance B,Full,2024-07-19,3527,Critical illness Insurance,2,12,20,6,111,106
81062,405,Rebecca Blake,968.397.5348,lindanguyen@example.org,30,Female,Married,3,Rollinsside,Theatre manager,3,Natural Disaster,94,0,Life Insurance D,Full,2026-05-15,4542,Dental Insurance,6,15,1,13,117,30
59622,307,Donna Haynes,(328)297-6721x7226,sjohnson@example.net,54,Female,Married,5,North Meganton,Tourism officer,1,Natural Disaster,12,9,Life Insurance D,Partial,2024-12-28,3637,Critical illness Insurance,9,4,13,11,95,98
79922,899,Ricardo Murphy,521-981-5749x5597,brian03@example.org,27,Female,Single,2,Glennview,"Engineer, manufacturing systems",1,Natural Disaster,39,7,Auto Insurance B,Full,2024-12-18,1763,Vision Insurance,16,6,15,14,9,30
17801,816,Elizabeth Ortiz,341-285-4442x78323,michaelsimmons@example.net,24,Male,Married,2,East Marcus,Set designer,3,Theft,21,10,Health Insurance C,Full,2024-08-01,3396,Disability Insurance,12,17,6,10,17,48
54715,814,Julian Whitney,872.752.7580x2515,scarroll@example.com,36,Female,Single,0,Vaughnmouth,Secretary/administrator,0,Accident,100,6,Life Insurance D,Full,2024-08-29,1883,Accident Insurance,19,8,6,11,67,31
55996,718,Kyle Burke,(519)856-2856x6838,ggarcia@example.com,52,Female,Single,2,Lake Markstad,Agricultural engineer,2,Natural Disaster,2,1,Health Insurance C,Partial,2026-04-26,2203,Hospital indemnity insurance,3,8,14,6,86,97
94185,950,Mark Gonzalez,771-883-2984,william79@example.com,32,Female,Married,4,Muellerton,"Research officer, trade union",1,Natural Disaster,75,5,Life Insurance D,Full,2025-05-21,1637,Critical illness Insurance,5,12,3,0,95,35
46329,885,Jeanette Hobbs,(826)838-7973x0161,connie58@example.org,39,Female,Married,2,Yvonnebury,"Accountant, chartered certified",3,Theft,43,6,Health Insurance C,Full,2025-04-23,3200,Dental Insurance,13,9,18,5,26,65
91168,661,Karen Rivera,001-294-568-6260x476,jmoore@example.net,68,Female,Single,5,Coffeystad,Land/geomatics surveyor,0,Natural Disaster,3,9,Home Insurance A,Full,2025-06-17,4060,Life Insurance,18,20,12,15,57,83
63396,345,Ashley Perkins,(317)569-3472,jack09@example.net,65,Female,Married,5,Lake Taylor,Network engineer,0,Accident,60,1,Health Insurance C,Full,2025-07-13,2581,Accident Insurance,14,3,17,17,36,45
46658,374,Stephanie Webb,001-550-782-3414x51271,dominiquefrancis@example.org,60,Female,Married,1,Sheppardshire,Probation officer,1,Theft,60,2,Health Insurance C,Partial,2025-07-25,4123,Vision Insurance,7,10,5,9,82,72
25188,541,Marilyn Booker,001-671-639-2559x08587,hinesrussell@example.com,50,Female,Single,3,Liland,Geophysicist/field seismologist,2,Natural Disaster,18,9,Life Insurance D,Full,2024-10-07,1880,Disability Insurance,17,7,12,4,22,80
52613,881,Denise Manning,+1-254-338-3115x98480,amandadixon@example.com,25,Male,Single,4,East James,Minerals surveyor,0,Natural Disaster,43,4,Health Insurance C,Partial,2025-02-12,2856,Vision Insurance,12,0,19,15,14,14
45755,534,Cheryl Vaughan,(781)625-3523x936,calhounleslie@example.net,65,Female,Married,3,Danielton,Site engineer,2,Natural Disaster,92,3,Home Insurance A,Partial,2024-07-13,3961,Disability Insurance,14,11,17,15,13,55
45373,525,Nicholas Raymond,911.565.8628x6631,laurajohnson@example.com,55,Female,Married,2,Lake Brandon,"Geologist, wellsite",1,Natural Disaster,92,0,Auto Insurance B,Partial,2025-04-26,1273,Critical illness Insurance,6,8,15,11,28,10
43957,529,Catherine Tran,001-601-899-6762,thompsonshelly@example.com,47,Female,Single,2,Jenniferberg,"Doctor, general practice",3,Natural Disaster,38,5,Life Insurance D,Partial,2025-08-16,2065,Health Insurance,2,4,5,0,92,84
47360,310,Dr. Sandra Steele,9105555410,moralesandrea@example.com,23,Female,Married,0,Cooleychester,Firefighter,0,Theft,45,9,Health Insurance C,Full,2024-12-07,1821,Accident Insurance,12,13,0,8,78,84
13710,504,Nathan Lewis,483.554.2261x691,kevinsanchez@example.net,56,Male,Single,1,Port Deniseland,"Programme researcher, broadcasting/film/video",0,Accident,62,9,Health Insurance C,Full,2026-01-16,1619,Health Insurance,18,13,15,15,95,117
20910,410,Jerry Sanders,001-877-869-0332x3805,nsherman@example.net,29,Male,Single,4,Port Travisport,Art gallery manager,1,Natural Disaster,72,7,Home Insurance A,Partial,2025-11-08,4886,Health Insurance,7,4,5,9,100,83
51941,463,Reginald Taylor,+1-226-914-9402x866,andersondwayne@example.net,51,Female,Single,1,Keithville,"Loss adjuster, chartered",2,Natural Disaster,81,1,Auto Insurance B,Partial,2025-08-03,2044,Critical illness Insurance,15,7,1,10,117,17
30477,645,Tyler Lutz,+1-509-212-0357,cclements@example.net,63,Male,Single,0,West Donnafort,"Therapist, nutritional",2,Accident,2,5,Auto Insurance B,Partial,2025-08-27,2373,Vision Insurance,13,1,3,3,54,13
29183,276,William Camacho,001-770-242-5928x21951,davishunter@example.org,27,Male,Married,2,Fieldsmouth,Magazine features editor,3,Natural Disaster,68,2,Home Insurance A,Full,2025-07-10,3560,Disability Insurance,2,13,18,17,27,50
29625,194,David Smith,802.546.7190,amandaramirez@example.com,41,Female,Single,3,Schroederville,"Engineer, electrical",0,Natural Disaster,85,6,Home Insurance A,Partial,2025-12-13,4960,Disability Insurance,20,20,10,15,67,104
10107,166,Brooke Blanchard,879-602-8122,chapmanlynn@example.org,31,Male,Married,1,Shawside,Research scientist (medical),3,Theft,73,9,Health Insurance C,Full,2025-10-21,3972,Accident Insurance,17,15,13,13,97,91
88158,366,Nicole Frazier,001-550-838-5333x43824,glennboyd@example.com,44,Female,Single,3,Dylanmouth,Forensic scientist,3,Accident,75,8,Health Insurance C,Full,2024-09-06,4472,Hospital indemnity insurance,8,0,13,10,32,58
13130,510,Johnathan Nichols,001-200-234-1611,zachary64@example.com,32,Female,Single,2,New Caleb,"Conservator, furniture",3,Theft,55,2,Home Insurance A,Partial,2025-03-28,1610,Disability Insurance,12,14,12,18,41,71
98090,997,Jeffrey Gibson,918-535-2622x35766,anthonycervantes@example.org,55,Female,Married,3,North Jasonmouth,Network engineer,0,Accident,16,0,Home Insurance A,Partial,2026-05-01,3391,Hospital indemnity insurance,2,18,17,10,42,119
65239,771,Taylor Paul,(817)374-8086,phillipsmichael@example.net,54,Female,Single,1,Andersonberg,Tax adviser,3,Natural Disaster,21,9,Auto Insurance B,Full,2024-08-21,1819,Disability Insurance,15,14,7,7,45,81
46521,240,David Walker,592-775-6534,pwashington@example.com,52,Female,Single,0,Vaughnville,Forest/woodland manager,0,Natural Disaster,39,7,Home Insurance A,Full,2024-09-27,2604,Vision Insurance,17,14,12,8,25,54
19704,335,John Schmidt,(526)321-0446x5448,gjohnson@example.org,36,Male,Single,0,Lake Thomas,Ambulance person,3,Natural Disaster,82,1,Health Insurance C,Partial,2024-07-22,4511,Disability Insurance,13,13,14,19,103,92
18244,924,Jeffery Wang,771-385-9970x9780,zdeleon@example.net,38,Female,Married,2,Lake Christophertown,"Geneticist, molecular",2,Natural Disaster,14,0,Health Insurance C,Partial,2025-11-20,2157,Hospital indemnity insurance,2,20,15,12,97,103
69593,806,Andrew Adkins,642.389.0213x40664,iantaylor@example.net,47,Female,Single,5,Bergstad,Equities trader,1,Accident,46,4,Health Insurance C,Partial,2026-04-03,4079,Disability Insurance,4,5,6,19,38,57
19914,835,Matthew Robinson,810.209.0809,rwhite@example.net,20,Male,Single,4,East Heather,"Producer, radio",2,Accident,70,5,Home Insurance A,Full,2025-01-13,3331,Hospital indemnity insurance,9,12,18,1,45,13
22368,909,Lisa Thompson,267.634.3065,robinsonsamuel@example.com,39,Male,Married,2,Port Theresafort,Theme park manager,0,Accident,98,9,Auto Insurance B,Full,2025-08-21,3425,Vision Insurance,18,2,13,3,119,12
41114,891,Russell Patterson,(815)252-4881,xdennis@example.org,50,Male,Married,1,Briggsview,Tree surgeon,0,Theft,66,0,Life Insurance D,Full,2025-12-15,4532,Accident Insurance,5,19,10,8,101,98
13759,732,Kristen Brown,(509)696-5913x19528,michelletaylor@example.org,20,Female,Single,0,West Evan,"Runner, broadcasting/film/video",2,Accident,87,1,Health Insurance C,Partial,2024-07-21,4817,Dental Insurance,18,16,14,9,86,28
29204,286,Tammy Hicks,001-295-721-0125x286,davidphillips@example.net,60,Female,Married,2,Bookerberg,Music therapist,1,Natural Disaster,36,10,Auto Insurance B,Full,2025-03-09,1633,Dental Insurance,7,11,14,18,62,36
35231,836,Kenneth Smith,+1-368-684-8948x9180,bryan44@example.com,40,Male,Single,0,New Michael,Trade union research officer,0,Accident,78,6,Home Insurance A,Full,2026-02-26,3204,Health Insurance,13,4,15,9,12,68
58511,991,Kenneth Nguyen,(461)344-7312,christophervazquez@example.org,32,Female,Single,4,Lake Elizabeth,Forensic scientist,2,Natural Disaster,100,10,Auto Insurance B,Partial,2026-03-25,2920,Health Insurance,6,16,3,19,38,72
27962,155,Sara Delgado,(443)673-4469x6709,andrew31@example.com,40,Female,Single,0,Vincentport,Special effects artist,0,Natural Disaster,6,8,Home Insurance A,Partial,2025-04-15,4347,Accident Insurance,15,18,16,5,12,10
10503,332,Luis Harris,+1-383-926-0773,rsimon@example.com,31,Female,Married,4,New Lauren,Environmental manager,3,Natural Disaster,87,9,Health Insurance C,Partial,2025-01-03,2060,Vision Insurance,17,18,5,20,31,6
62689,315,Dale Cook,(683)930-5496x43179,shanehawkins@example.net,30,Female,Married,0,New Patrick,"Teacher, English as a foreign language",0,Theft,42,3,Home Insurance A,Partial,2025-10-07,2811,Vision Insurance,11,10,14,9,29,97
70570,458,Jose Meyer,(300)633-1529x5602,zgreer@example.org,50,Female,Married,4,South Steven,Land,2,Theft,94,3,Life Insurance D,Partial,2025-02-19,4668,Health Insurance,11,20,13,6,22,94
42847,841,Jeremy Nelson DVM,+1-204-407-2172x96915,craig47@example.org,39,Male,Married,0,Wallacechester,Armed forces operational officer,2,Theft,62,10,Life Insurance D,Partial,2025-10-06,2286,Hospital indemnity insurance,8,18,19,13,61,71
77137,418,Natasha Gonzales,610-781-9024,katherinechavez@example.org,51,Female,Single,4,Michaelland,Industrial/product designer,3,Natural Disaster,79,4,Health Insurance C,Partial,2025-02-14,2950,Hospital indemnity insurance,15,18,6,9,56,91
76366,597,Brian Patel,+1-827-370-0043x90171,anthonymartinez@example.org,43,Male,Single,5,North Richard,Medical physicist,0,Natural Disaster,4,8,Home Insurance A,Full,2026-02-14,4013,Life Insurance,9,12,10,17,108,10
87485,768,Richard Wilson,(884)364-9446,whiterobin@example.com,35,Female,Married,3,Lake Thomas,"Designer, ceramics/pottery",2,Theft,24,8,Health Insurance C,Partial,2025-01-17,2354,Critical illness Insurance,17,18,12,18,35,94
57401,517,Samantha Mejia,411-431-1658x94380,martinezannette@example.net,38,Male,Single,3,Dannyport,"Designer, multimedia",0,Accident,60,3,Life Insurance D,Full,2024-09-30,2143,Dental Insurance,3,17,9,5,68,69
69274,801,Emma Ellis,+1-597-921-0132x66350,whitecraig@example.org,30,Female,Single,2,Robinsonshire,Rural practice surveyor,2,Accident,62,6,Health Insurance C,Partial,2024-11-06,3451,Vision Insurance,13,18,19,13,92,113
38835,629,Clayton Dougherty,(611)325-7115x562,rspencer@example.org,70,Female,Married,5,Contreraschester,Theatre stage manager,0,Theft,2,0,Home Insurance A,Partial,2025-02-22,4361,Disability Insurance,4,6,8,20,3,78
85677,418,Zachary Woods,+1-835-524-6192x00518,joshuabridges@example.net,38,Male,Married,1,Lake Angelaland,"Engineer, materials",0,Theft,82,2,Home Insurance A,Full,2025-05-07,3762,Life Insurance,15,19,0,7,22,101
24342,456,Mr. Richard Flowers,529.605.6199,wrightashley@example.com,33,Female,Single,1,New Tiffany,Commercial/residential surveyor,1,Accident,16,5,Health Insurance C,Partial,2025-04-19,1920,Vision Insurance,15,12,4,16,32,27
74043,490,Chelsea Glover,(667)485-4194x847,vwalker@example.org,54,Female,Married,1,North Katiemouth,Visual merchandiser,3,Theft,46,8,Health Insurance C,Partial,2026-04-06,3601,Accident Insurance,14,18,2,0,1,9
34759,303,Kenneth Hinton,+1-702-386-8616x51655,eburnett@example.net,23,Female,Married,5,South Johnshire,"Psychologist, occupational",3,Natural Disaster,49,10,Home Insurance A,Full,2025-04-08,2440,Critical illness Insurance,10,14,8,7,71,15
88101,935,Patrick Torres,719-453-8354x2082,hernandezlee@example.com,69,Female,Married,2,North Tannerville,English as a foreign language teacher,3,Accident,99,7,Health Insurance C,Partial,2026-04-25,2769,Dental Insurance,0,7,3,19,117,111
46395,342,Stacey Blair,+1-762-692-5153x4087,browntammy@example.org,52,Male,Single,0,Port Devinfurt,Product manager,1,Accident,69,5,Life Insurance D,Partial,2024-11-21,1288,Accident Insurance,20,14,0,8,94,75
76449,642,Andrew Morse,(544)976-2910,zoe50@example.org,34,Female,Married,4,North Tammyborough,Warden/ranger,2,Theft,44,2,Home Insurance A,Full,2024-10-09,4653,Life Insurance,9,10,5,15,58,45
49916,256,Christian Phillips,711-667-3119x1007,asmith@example.com,55,Female,Single,4,East Janetmouth,Textile designer,0,Natural Disaster,27,8,Life Insurance D,Full,2025-05-20,2562,Critical illness Insurance,15,8,0,19,88,1
